,Unnamed: 0,Áö¿ªÄÚµå,¹ýÁ¤µ¿,°Å·¡ÀÏ,¾ÆÆÄÆ®,Áö¹ø,Àü¿ë¸éÀû,Ãþ,°ÇÃà³âµµ,°Å·¡±Ý¾×,¸éÀû´ç°¡°Ý,°Å·¡ÁÖ,count
18022,18022,11410,ºÏ°¡ÁÂµ¿,2015-07-20,ºÏ°¡ÁÂ»ïÈ£,449,84.57,5,1996,38300,452.87927160931775,498,1
18023,18023,11410,ºÏ°¡ÁÂµ¿,2015-07-21,DMCÇÑ¾ç,431,65.34,1,1987,24800,379.5531068258341,498,1
18024,18024,11410,ºÏ°¡ÁÂµ¿,2015-07-22,DMC·¡¹Ì¾ÈeÆíÇÑ¼¼»ó,481,120.95,10,2012,68750,568.4167011161637,498,1
18025,18025,11410,ºÏ°¡ÁÂµ¿,2015-07-22,DMC·¡¹Ì¾ÈeÆíÇÑ¼¼»ó,481,84.94,7,2012,55800,656.9343065693431,498,1
18026,18026,11410,ºÏ°¡ÁÂµ¿,2015-07-25,¿ùµåÄÅÇö´ë,371-1,111.13,1,1998,38900,350.04049311617024,498,1
18027,18027,11410,ºÏ°¡ÁÂµ¿,2015-07-25,DMC·¡¹Ì¾ÈeÆíÇÑ¼¼»ó,481,120.95,2,2012,71000,587.0194295163291,498,1
18028,18028,11410,ºÏ°¡ÁÂµ¿,2015-07-25,DMC·¡¹Ì¾ÈeÆíÇÑ¼¼»ó,481,84.95,12,2012,57000,670.9829311359623,498,1
18048,18048,11410,ºÏ¾ÆÇöµ¿,2015-07-20,ºÏ¾ÆÇö°æ³²,1006,59.77,6,1996,35500,593.9434498912498,498,1
18049,18049,11410,ºÏ¾ÆÇöµ¿,2015-07-22,µÎ»ê,1009,59.96,15,1999,33500,558.7058038692462,498,1
18065,18065,11410,¿¬Èñµ¿,2015-07-19,¿¬Èñ¿þ½ºÆ®ÆÓ¸®½º,746,13.12,2,2014,14000,1067.0731707317075,498,1
18066,18066,11410,¿¬Èñµ¿,2015-07-19,´ë¿ìÇª¸£Áö¿À,739,59.583999999999996,21,2002,38000,637.7551020408164,498,1
18067,18067,11410,¿¬Èñµ¿,2015-07-21,È«¿¬(723-9),723-9,52.23,3,1981,16400,313.9957878613824,498,1
18068,18068,11410,¿¬Èñµ¿,2015-07-22,´ë¸²,700,119.49,10,1993,46000,384.9694535107541,498,1
18069,18069,11410,¿¬Èñµ¿,2015-07-24,¿ì¹Î,187-122,92.94,3,2004,35500,381.9668603400043,498,1
18070,18070,11410,¿¬Èñµ¿,2015-07-25,¼º¿ø,740,59.61,7,2001,35000,587.1498070793491,498,1
18082,18082,11410,Ã¢Ãµµ¿,2015-07-21,¿¤¸£ºô,506-27,106.69,5,2001,42200,395.53847595838414,498,1
18083,18083,11410,Ã¢Ãµµ¿,2015-07-25,³ëºí·¹½º,416,77.58,4,2004,33500,431.8123227635989,498,1
18086,18086,11410,Ãµ¿¬µ¿,2015-07-20,Ãµ¿¬¶ß¶õÃ¤,145,75.8,1,2006,39000,514.5118733509235,498,1
18087,18087,11410,Ãµ¿¬µ¿,2015-07-20,Ãµ¿¬¶ß¶õÃ¤,145,84.95,16,2006,52700,620.3649205414949,498,1
18135,18135,11410,È«Àºµ¿,2015-07-20,Ç³¸²1Â÷,440-3,64.53,8,1988,26000,402.91337362467067,498,1
18136,18136,11410,È«Àºµ¿,2015-07-20,Ç³¸²2,453-2,58.5,5,1990,24000,410.2564102564103,498,1
18137,18137,11410,È«Àºµ¿,2015-07-21,È«Àºµ¿º®»ê,455,84.78,13,1997,35000,412.8332153809861,498,1
18138,18138,11410,È«Àºµ¿,2015-07-21,È«Àº¹Ì¼º,186-1,83.61,9,1985,30500,364.7889008491807,498,1
18139,18139,11410,È«Àºµ¿,2015-07-21,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,130.539,2,2002,40500,310.2521085652564,498,1
18140,18140,11410,È«Àºµ¿,2015-07-21,Ç³¸²2,453-2,58.5,4,1990,23800,406.8376068376068,498,1
18141,18141,11410,È«Àºµ¿,2015-07-22,Ç³¸²1Â÷,440-3,64.53,10,1988,23500,364.171703083837,498,1
18142,18142,11410,È«Àºµ¿,2015-07-22,±Øµ¿,454,84.92,6,1995,27000,317.9463024022609,498,1
18143,18143,11410,È«Àºµ¿,2015-07-22,Ç³¸²2,453-2,58.5,2,1990,25000,427.35042735042737,498,1
18144,18144,11410,È«Àºµ¿,2015-07-22,Ç³¸²2,453-2,58.5,7,1990,25000,427.35042735042737,498,1
18145,18145,11410,È«Àºµ¿,2015-07-23,µÎ»ê,456,84.84,6,1997,32300,380.7166430928807,498,1
18146,18146,11410,È«Àºµ¿,2015-07-23,È«Àºµ¿º®»ê,455,84.96,14,1997,35000,411.95856873822976,498,1
18147,18147,11410,È«Àºµ¿,2015-07-23,È«Àºµ¿º®»ê,455,84.78,15,1997,35900,423.44892663364,498,1
18148,18148,11410,È«Àºµ¿,2015-07-23,"Çö´ë(1,2Â÷)",202-5,84.77,10,1989,37800,445.9124690338563,498,1
18149,18149,11410,È«Àºµ¿,2015-07-24,"Çö´ë(1,2Â÷)",202-5,77.49,2,1989,32700,421.98993418505614,498,1
18206,18206,11410,È«Á¦µ¿,2015-07-19,¹«¾ÇÀçÇÑÈ­,464,84.28,6,2001,44800,531.5614617940199,498,1
18207,18207,11410,È«Á¦µ¿,2015-07-19,È«Á¦ÇÑ¾ç,82,84.77,1,1993,38000,448.2717942668397,498,1
18208,18208,11410,È«Á¦µ¿,2015-07-20,¼º¿ø,456,55.35,12,1998,24800,448.05781391147246,498,1
18209,18209,11410,È«Á¦µ¿,2015-07-20,Ã»±¸1Â÷,453,84.78,10,1994,41800,493.0408115121491,498,1
18210,18210,11410,È«Á¦µ¿,2015-07-20,È«Á¦Çö´ë,331,83.05,9,1992,41500,499.69897652016857,498,1
18211,18211,11410,È«Á¦µ¿,2015-07-21,È«Á¦Çö´ë,331,75.15,14,1992,35900,477.71124417831,498,1
18212,18212,11410,È«Á¦µ¿,2015-07-21,ÀÎ¿Õ»êÇö´ë,460,114.72,7,2000,55000,479.4281729428173,498,1
18213,18213,11410,È«Á¦µ¿,2015-07-21,È«Á¦Çö´ë,331,83.05,14,1992,45400,546.6586393738712,498,1
18214,18214,11410,È«Á¦µ¿,2015-07-22,ÀÎ¿Õ»êÇö´ë,460,84.9,13,2000,45800,539.4581861012956,498,1
18215,18215,11410,È«Á¦µ¿,2015-07-22,À¯¿øÇÏ³ª,454,82.35,3,1996,26500,321.7972070431087,498,1
18216,18216,11410,È«Á¦µ¿,2015-07-22,È«Á¦»ï¼º·¡¹Ì¾È,461,114.75,6,2001,56000,488.0174291938998,498,1
18217,18217,11410,È«Á¦µ¿,2015-07-23,Ã»±¸1Â÷,453,84.78,3,1994,40900,482.42510025949514,498,1
18218,18218,11410,È«Á¦µ¿,2015-07-23,À¯¿øÇÏ³ª,454,103.11,9,1996,37250,361.26466880031035,498,1
18219,18219,11410,È«Á¦µ¿,2015-07-24,È«Á¦»ï¼º·¡¹Ì¾È,461,32.76,11,2001,21500,656.2881562881563,498,1
18220,18220,11410,È«Á¦µ¿,2015-07-25,Çö´ë±×¸°,455,84.96,6,1996,32500,382.5329566854991,498,1
18221,18221,11410,È«Á¦µ¿,2015-07-25,È«Á¦Çö´ë,331,83.05,5,1992,41900,504.51535219747143,498,1
18222,18222,11410,È«Á¦µ¿,2015-07-25,ÀÎ¿Õ»êÇö´ë,460,59.93,2,2000,33500,558.9854830635742,498,1
18223,18223,11410,È«Á¦µ¿,2015-07-25,È«Á¦¿øÇö´ë(459-0),459,84.9,16,2000,43500,512.3674911660777,498,1
