,Unnamed: 0,Áö¿ªÄÚµå,¹ýÁ¤µ¿,°Å·¡ÀÏ,¾ÆÆÄÆ®,Áö¹ø,Àü¿ë¸éÀû,Ãþ,°ÇÃà³âµµ,°Å·¡±Ý¾×,¸éÀû´ç°¡°Ý,°Å·¡ÁÖ,count
2369,2369,11410,ºÏ°¡ÁÂµ¿,2006-11-05,¿ùµåÄÅÇö´ë,371-1,84.93,11,1998,32000,376.78087837042267,44,1
2370,2370,11410,ºÏ°¡ÁÂµ¿,2006-11-05,DMCÇÑ¾ç,431,116.76,7,1987,35000,299.7601918465228,44,1
2386,2386,11410,ºÏ¾ÆÇöµ¿,2006-11-11,ÈÑ¹Ì¸®(1-70),1-70,77.71,4,2006,26000,334.57727448204867,44,1
2387,2387,11410,ºÏ¾ÆÇöµ¿,2006-11-11,ºÏ¾ÆÇö¸Ç¼Ç,114-1,84.95,4,1975,34000,400.2354326074161,44,1
2413,2413,11410,¿¬Èñµ¿,2006-11-06,´ë¿ìÇª¸£Áö¿À,739,59.79,6,2002,24000,401.40491721023585,44,1
2414,2414,11410,¿¬Èñµ¿,2006-11-06,ÀÓ±¤,738,59.96,8,1999,17200,286.85790527018014,44,1
2415,2415,11410,¿¬Èñµ¿,2006-11-06,ÀÓ±¤,738,59.96,1,1999,16400,273.5156771180787,44,1
2416,2416,11410,¿¬Èñµ¿,2006-11-08,¼º¿ø,740,59.61,14,2001,21000,352.28988424760945,44,1
2417,2417,11410,¿¬Èñµ¿,2006-11-08,È«¿¬,729,52.23,3,1981,16000,306.33735401110476,44,1
2418,2418,11410,¿¬Èñµ¿,2006-11-10,¼º¿ø,740,84.95,3,2001,36000,423.7786933490288,44,1
2419,2419,11410,¿¬Èñµ¿,2006-11-10,ÀÓ±¤,738,59.96,2,1999,16950,282.68845897264845,44,1
2443,2443,11410,¿µÃµµ¿,2006-11-08,µ¶¸³¹®»ïÈ£,100,114.63,14,1995,68000,593.2129460001745,44,1
2444,2444,11410,¿µÃµµ¿,2006-11-09,µ¶¸³¹®»ïÈ£,100,84.78,12,1995,43000,507.1950931823543,44,1
2445,2445,11410,¿µÃµµ¿,2006-11-10,µ¶¸³¹®»ïÈ£,100,75.66,13,1995,31500,416.33624107850915,44,1
2459,2459,11410,ÃæÁ¤·Î3°¡,2006-11-06,¹Ìµ¿,189-8,52.463,8,1969,12000,228.7326306158626,44,1
2460,2460,11410,ÃæÁ¤·Î3°¡,2006-11-08,ÃæÁ¤¸®½Ã¿Â,465,41.48,19,2004,16000,385.7280617164899,44,1
2472,2472,11410,ÇöÀúµ¿,2006-11-05,µ¶¸³¹®±Øµ¿(200-0),200,84.87,6,1998,46000,542.0054200542005,44,1
2473,2473,11410,ÇöÀúµ¿,2006-11-05,µ¶¸³¹®±Øµ¿(200-0),200,102.45,7,1998,59000,575.8906783796974,44,1
2474,2474,11410,ÇöÀúµ¿,2006-11-06,µ¶¸³¹®ÆÄÅ©ºô,1019,59.4,7,2000,14500,244.1077441077441,44,1
2475,2475,11410,ÇöÀúµ¿,2006-11-06,µ¶¸³¹®ÆÄÅ©ºô,1019,59.4,1,2000,14500,244.1077441077441,44,1
2476,2476,11410,ÇöÀúµ¿,2006-11-09,µ¶¸³¹®±Øµ¿(200-0),200,84.87,3,1998,45000,530.2226935312831,44,1
2508,2508,11410,È«Àºµ¿,2006-11-05,"Çö´ë(1,2Â÷)",202-5,84.77,15,1989,30000,353.898784947505,44,1
2509,2509,11410,È«Àºµ¿,2006-11-05,À¯¿ø,22,64.26,2,1987,14250,221.75536881419234,44,1
2510,2510,11410,È«Àºµ¿,2006-11-06,È«Àºµ¿º®»ê,455,58.64,12,1997,17000,289.9045020463847,44,1
2511,2511,11410,È«Àºµ¿,2006-11-06,±Øµ¿,454,84.92,17,1995,22000,259.0673575129534,44,1
2512,2512,11410,È«Àºµ¿,2006-11-06,"Çö´ë(1,2Â÷)",202-5,84.77,15,1989,27000,318.5089064527545,44,1
2513,2513,11410,È«Àºµ¿,2006-11-06,È«Àºµ¿º®»ê,455,84.96,10,1997,25900,304.84934086629005,44,1
2514,2514,11410,È«Àºµ¿,2006-11-06,"Çö´ë(1,2Â÷)",202-5,74.52,9,1989,24400,327.4288781535158,44,1
2515,2515,11410,È«Àºµ¿,2006-11-06,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,84.91799999999999,5,2002,26000,306.1777243929438,44,1
2516,2516,11410,È«Àºµ¿,2006-11-06,È«Àºµ¿º®»ê,455,142.98,2,1997,47750,333.96279199888096,44,1
2517,2517,11410,È«Àºµ¿,2006-11-06,Ç³¸²2,453-2,58.5,3,1990,14000,239.31623931623932,44,1
2518,2518,11410,È«Àºµ¿,2006-11-07,"Çö´ë(1,2Â÷)",202-5,84.77,7,1989,25500,300.8139672053793,44,1
2519,2519,11410,È«Àºµ¿,2006-11-07,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,84.91799999999999,3,2002,26500,312.0657575543466,44,1
2520,2520,11410,È«Àºµ¿,2006-11-07,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,84.91799999999999,5,2002,29000,341.50592336136043,44,1
2521,2521,11410,È«Àºµ¿,2006-11-07,ÁøÈï,459,54.19,3,2002,16900,311.86565787045583,44,1
2522,2522,11410,È«Àºµ¿,2006-11-07,±Øµ¿,454,84.92,4,1995,21000,247.29156853509184,44,1
2523,2523,11410,È«Àºµ¿,2006-11-07,È«Àºµ¿º®»ê,455,84.78,11,1997,30000,353.8570417551309,44,1
2524,2524,11410,È«Àºµ¿,2006-11-07,"Çö´ë(1,2Â÷)",202-5,74.52,14,1989,23700,318.0354267310789,44,1
2525,2525,11410,È«Àºµ¿,2006-11-07,"Çö´ë(1,2Â÷)",202-5,84.77,1,1988,26700,314.9699186032795,44,1
2526,2526,11410,È«Àºµ¿,2006-11-07,"Çö´ë(1,2Â÷)",202-5,59.96,3,1988,17500,291.8612408272181,44,1
2527,2527,11410,È«Àºµ¿,2006-11-07,"Çö´ë(1,2Â÷)",202-5,59.96,11,1988,19500,325.21681120747166,44,1
2528,2528,11410,È«Àºµ¿,2006-11-07,È«Àºµ¿º®»ê,455,84.78,13,1997,27000,318.47133757961785,44,1
2529,2529,11410,È«Àºµ¿,2006-11-08,È«Àºµ¿º®»ê,455,84.96,3,1997,27000,317.79661016949154,44,1
2530,2530,11410,È«Àºµ¿,2006-11-08,±³¼ö(B),277-148,46.64,7,2006,2500,53.60205831903945,44,1
2531,2531,11410,È«Àºµ¿,2006-11-08,±³¼ö(B),277-148,96.84,4,2006,5000,51.63155720776538,44,1
2532,2532,11410,È«Àºµ¿,2006-11-08,È«Àºµ¿º®»ê,455,58.64,6,1997,17000,289.9045020463847,44,1
2533,2533,11410,È«Àºµ¿,2006-11-08,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,84.91799999999999,15,2002,27900,328.5522504062743,44,1
2534,2534,11410,È«Àºµ¿,2006-11-08,±³¼ö(B),277-148,71.71,6,2006,4000,55.78022590991494,44,1
2535,2535,11410,È«Àºµ¿,2006-11-09,È«Àºµ¿º®»ê,455,114.96,14,1997,43000,374.0431454418929,44,1
2536,2536,11410,È«Àºµ¿,2006-11-09,±Øµ¿,454,84.92,9,1995,23000,270.8431464908149,44,1
2537,2537,11410,È«Àºµ¿,2006-11-09,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,84.91799999999999,14,2002,29800,350.92677641960483,44,1
2538,2538,11410,È«Àºµ¿,2006-11-09,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,130.539,5,2002,47000,360.0456568535074,44,1
2539,2539,11410,È«Àºµ¿,2006-11-10,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,84.91799999999999,9,2002,30200,355.63720294872707,44,1
2540,2540,11410,È«Àºµ¿,2006-11-10,À¯¿ø,22,54.54,10,1987,10400,190.6857352401907,44,1
2541,2541,11410,È«Àºµ¿,2006-11-10,µ¿ÀÏ,457,97.1,5,1997,22500,231.71987641606592,44,1
2542,2542,11410,È«Àºµ¿,2006-11-11,±Øµ¿,454,84.92,5,1995,19400,228.45030617051341,44,1
2543,2543,11410,È«Àºµ¿,2006-11-11,È«Àº¹Ì¼º,186-1,84.96,4,1985,22500,264.8305084745763,44,1
2544,2544,11410,È«Àºµ¿,2006-11-11,È«Àºµ¿º®»ê,455,58.64,15,1997,16200,276.26193724420193,44,1
2545,2545,11410,È«Àºµ¿,2006-11-11,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,130.539,4,2002,40000,306.42183562000633,44,1
2546,2546,11410,È«Àºµ¿,2006-11-11,È«Àºµ¿º®»ê,455,58.64,10,1997,17000,289.9045020463847,44,1
2649,2649,11410,È«Á¦µ¿,2006-11-05,Ã»±¸3Â÷,462,59.4,5,2001,19000,319.86531986531986,44,1
2650,2650,11410,È«Á¦µ¿,2006-11-05,Ã»±¸3Â÷,462,59.4,5,2001,19300,324.91582491582494,44,1
2651,2651,11410,È«Á¦µ¿,2006-11-05,¹®È­ÃÌÇö´ë,463,84.99,5,2002,32500,382.39792916813747,44,1
2652,2652,11410,È«Á¦µ¿,2006-11-06,È«Á¦Çö´ë,331,75.15,12,1992,29000,385.89487691284097,44,1
2653,2653,11410,È«Á¦µ¿,2006-11-06,ÀÎ¿Õ»êÇö´ë,460,84.9,1,2000,30000,353.3568904593639,44,1
2654,2654,11410,È«Á¦µ¿,2006-11-06,ÀÎ¿Õ»ê¾î¿ï¸²,467,144.68,7,2006,66620,460.4644733204313,44,1
2655,2655,11410,È«Á¦µ¿,2006-11-06,ÀÎ¿Õ»êÇö´ë,460,59.93,6,2000,21200,353.7460370432171,44,1
2656,2656,11410,È«Á¦µ¿,2006-11-06,È«Á¦Çö´ë,331,75.15,1,1992,23200,308.7159015302728,44,1
2657,2657,11410,È«Á¦µ¿,2006-11-06,¹®È­ÃÌÇö´ë,463,59.94,10,2002,19000,316.98365031698364,44,1
2658,2658,11410,È«Á¦µ¿,2006-11-06,À¯¿øÇÏ³ª,454,112.14,2,1996,27300,243.44569288389513,44,1
2659,2659,11410,È«Á¦µ¿,2006-11-07,È«Á¦¿øÇö´ë(459-0),459,84.9,15,2000,45000,530.035335689046,44,1
2660,2660,11410,È«Á¦µ¿,2006-11-07,È«Á¦¿øÇö´ë(459-0),459,59.93,8,2000,21150,352.9117303520774,44,1
2661,2661,11410,È«Á¦µ¿,2006-11-07,Áß¾ÓÇÏÀÌÃ÷,342,84.97,6,2001,21700,255.38425326585855,44,1
2662,2662,11410,È«Á¦µ¿,2006-11-07,¾Æ¸§Ã¤,158-13,51.6,7,2004,13300,257.7519379844961,44,1
2663,2663,11410,È«Á¦µ¿,2006-11-07,°íÀº,156-200,58.84,1,1975,15500,263.42624065261725,44,1
2664,2664,11410,È«Á¦µ¿,2006-11-07,¹®È­ÃÌÇö´ë,463,59.94,18,2002,19300,321.9886553219887,44,1
2665,2665,11410,È«Á¦µ¿,2006-11-07,ÀÎ¿Õ»êÇö´ë,460,84.9,11,2000,43000,506.47820965842163,44,1
2666,2666,11410,È«Á¦µ¿,2006-11-07,Ã»±¸1Â÷,453,84.78,8,1994,30000,353.8570417551309,44,1
2667,2667,11410,È«Á¦µ¿,2006-11-08,Ã»±¸1Â÷,453,84.78,1,1994,29700,350.31847133757964,44,1
2668,2668,11410,È«Á¦µ¿,2006-11-08,È«Á¦¿øÇö´ë(459-0),459,59.93,15,2000,21000,350.40881027865845,44,1
2669,2669,11410,È«Á¦µ¿,2006-11-08,ÀÎ¿Õ»êÇö´ë,460,84.9,13,2000,45000,530.035335689046,44,1
2670,2670,11410,È«Á¦µ¿,2006-11-08,Çö´ë±×¸°,455,84.96,13,1996,23700,278.954802259887,44,1
2671,2671,11410,È«Á¦µ¿,2006-11-08,È«Á¦ÇÑ¾ç,82,60.06,3,1993,18500,308.025308025308,44,1
2672,2672,11410,È«Á¦µ¿,2006-11-09,¹«¾ÇÀçÇÑÈ­,464,84.28,12,2001,43000,510.2040816326531,44,1
2673,2673,11410,È«Á¦µ¿,2006-11-09,È«Á¦ºñÄÜµå¸²Èú,468,84.946,5,2006,26000,306.0768017328656,44,1
2674,2674,11410,È«Á¦µ¿,2006-11-09,È«Á¦ÇÑ¾ç,82,60.06,1,1993,17000,283.05028305028304,44,1
2675,2675,11410,È«Á¦µ¿,2006-11-09,È«Á¦¿øÇö´ë(459-0),459,59.93,12,2000,23000,383.781077924245,44,1
2676,2676,11410,È«Á¦µ¿,2006-11-09,È«Á¦»ï¼º·¡¹Ì¾È,461,114.75,10,2001,64000,557.7342047930283,44,1
2677,2677,11410,È«Á¦µ¿,2006-11-09,³²¾ç,457,84.71,17,1999,22000,259.70959745012397,44,1
2678,2678,11410,È«Á¦µ¿,2006-11-09,È«Á¦»ï¼º·¡¹Ì¾È,461,60.0,9,2001,23000,383.3333333333333,44,1
2679,2679,11410,È«Á¦µ¿,2006-11-10,¼º¿ø,456,114.48,5,1998,35000,305.7302585604472,44,1
2680,2680,11410,È«Á¦µ¿,2006-11-10,È«Á¦¿øÇö´ë(459-0),459,84.9,3,2000,41000,482.9210836277974,44,1
2681,2681,11410,È«Á¦µ¿,2006-11-10,È«Á¦¿øÇö´ë(459-0),459,59.93,18,2000,20300,338.72851660270317,44,1
2682,2682,11410,È«Á¦µ¿,2006-11-10,ÀÎ¿Õ»êÇö´ë,460,84.9,18,2000,42500,500.5889281507656,44,1
2683,2683,11410,È«Á¦µ¿,2006-11-10,È«Á¦»ï¼º·¡¹Ì¾È,461,32.76,11,2001,13300,405.982905982906,44,1
2684,2684,11410,È«Á¦µ¿,2006-11-10,¼º¿ø,456,41.5,5,1998,11500,277.10843373493975,44,1
2685,2685,11410,È«Á¦µ¿,2006-11-11,ÀÎ¿Õ»êÇö´ë,460,114.72,17,2000,64750,564.4177126917713,44,1
2686,2686,11410,È«Á¦µ¿,2006-11-11,Áß¾ÓÇÏÀÌÃ÷,342,84.79,4,2001,22750,268.3099422101663,44,1
2687,2687,11410,È«Á¦µ¿,2006-11-11,Ã»±¸2Â÷,453-1,84.95,8,1997,30000,353.1489111241907,44,1
2688,2688,11410,È«Á¦µ¿,2006-11-11,È«Á¦ÇÑ¾ç,82,60.06,8,1993,22000,366.3003663003663,44,1
2689,2689,11410,È«Á¦µ¿,2006-11-11,ÀÎ¿Õ»êÇö´ë,460,84.9,17,2000,40000,471.14252061248527,44,1
