,Unnamed: 0,Áö¿ªÄÚµå,¹ýÁ¤µ¿,°Å·¡ÀÏ,¾ÆÆÄÆ®,Áö¹ø,Àü¿ë¸éÀû,Ãþ,°ÇÃà³âµµ,°Å·¡±Ý¾×,¸éÀû´ç°¡°Ý,°Å·¡ÁÖ,count
1528,1528,11410,ºÏ¾ÆÇöµ¿,2006-09-28,µÎ»ê,1009,59.96,17,1999,19000,316.8779186124083,38,1
1529,1529,11410,ºÏ¾ÆÇöµ¿,2006-09-28,µÎ»ê,1009,59.96,3,1999,18500,308.5390260173449,38,1
1539,1539,11410,¿¬Èñµ¿,2006-09-25,Ãæ¿ì,105-16,89.05,4,2003,19500,218.97810218978103,38,1
1540,1540,11410,¿¬Èñµ¿,2006-09-26,¼º¿ø,740,84.95,5,2001,37500,441.43613890523835,38,1
1541,1541,11410,¿¬Èñµ¿,2006-09-26,´ë¿ìÇª¸£Áö¿À,739,84.706,8,2002,35000,413.1938705640686,38,1
1542,1542,11410,¿¬Èñµ¿,2006-09-26,´ë¿ìÇª¸£Áö¿À,739,84.706,18,2002,37000,436.8049488820154,38,1
1543,1543,11410,¿¬Èñµ¿,2006-09-27,´ë¸²,700,84.74,8,1993,31000,365.82487609157425,38,1
1544,1544,11410,¿¬Èñµ¿,2006-09-27,¼º¿ø,740,84.95,6,2001,32700,384.93231312536784,38,1
1545,1545,11410,¿¬Èñµ¿,2006-09-27,ÀÓ±¤,738,59.96,14,1999,17800,296.86457638425617,38,1
1546,1546,11410,¿¬Èñµ¿,2006-09-28,´ë¿ìÇª¸£Áö¿À,739,114.705,9,2002,50000,435.90078898042805,38,1
1547,1547,11410,¿¬Èñµ¿,2006-09-28,¼º¿ø,740,59.61,15,2001,21800,365.710451266566,38,1
1548,1548,11410,¿¬Èñµ¿,2006-09-28,È«¿¬,729,52.23,2,1981,15500,296.7643116982577,38,1
1549,1549,11410,¿¬Èñµ¿,2006-09-28,Ãæ¿ì,105-16,70.33,6,2003,17000,241.71761694867055,38,1
1550,1550,11410,¿¬Èñµ¿,2006-09-29,´ë¸²,700,84.74,10,1993,24500,289.1196601368893,38,1
1551,1551,11410,¿¬Èñµ¿,2006-09-29,´ë¿ìÇª¸£Áö¿À,739,59.583999999999996,18,2002,19000,318.8775510204082,38,1
1552,1552,11410,¿¬Èñµ¿,2006-09-29,´ë¿ìÇª¸£Áö¿À,739,59.79,19,2002,24000,401.40491721023585,38,1
1553,1553,11410,¿¬Èñµ¿,2006-09-30,´ë¿ìÇª¸£Áö¿À,739,84.706,17,2002,39000,460.41602719996223,38,1
1554,1554,11410,¿¬Èñµ¿,2006-09-30,È«¿¬,729,54.35,2,1981,14100,259.4296228150874,38,1
1555,1555,11410,¿¬Èñµ¿,2006-09-30,ÀÏÁø¾ÆÀÌÀª,218-16,84.794,11,2005,26500,312.5221124136142,38,1
1556,1556,11410,¿¬Èñµ¿,2006-09-30,¼º¿ø,740,84.95,3,2001,32750,385.52089464390815,38,1
1569,1569,11410,¿µÃµµ¿,2006-09-28,µ¶¸³¹®»ïÈ£,100,84.78,8,1995,34000,401.03798065581503,38,1
1570,1570,11410,¿µÃµµ¿,2006-09-28,µ¶¸³¹®»ïÈ£,100,84.78,5,1995,33500,395.14036329322954,38,1
1571,1571,11410,¿µÃµµ¿,2006-09-30,µ¶¸³¹®»ïÈ£,100,84.78,9,1995,35000,412.8332153809861,38,1
1573,1573,11410,Ã¢Ãµµ¿,2006-09-25,·¡µð¾Ó,511-5,84.41,3,2003,24400,289.06527662599217,38,1
1574,1574,11410,Ã¢Ãµµ¿,2006-09-30,°Ç¿ì±×¸°,359,84.81,3,2003,22000,259.40337224383916,38,1
1596,1596,11410,ÇöÀúµ¿,2006-09-24,µ¶¸³¹®±Øµ¿(200-0),200,84.96,5,1998,37500,441.3841807909605,38,1
1597,1597,11410,ÇöÀúµ¿,2006-09-27,µ¶¸³¹®±Øµ¿(200-0),200,59.58,9,1998,25500,427.9959718026183,38,1
1598,1598,11410,ÇöÀúµ¿,2006-09-28,µ¶¸³¹®±Øµ¿(200-0),200,59.58,7,1998,26000,436.38804968110105,38,1
1599,1599,11410,ÇöÀúµ¿,2006-09-28,µ¶¸³¹®±Øµ¿(200-0),200,59.58,20,1998,26000,436.38804968110105,38,1
1600,1600,11410,ÇöÀúµ¿,2006-09-29,µ¶¸³¹®±Øµ¿(200-0),200,59.58,10,1998,25850,433.8704263175562,38,1
1601,1601,11410,ÇöÀúµ¿,2006-09-29,µ¶¸³¹®±Øµ¿(200-0),200,102.45,20,1998,52500,512.4450951683748,38,1
1602,1602,11410,ÇöÀúµ¿,2006-09-29,µ¶¸³¹®±Øµ¿(200-0),200,59.58,17,1998,24000,402.8197381671702,38,1
1603,1603,11410,ÇöÀúµ¿,2006-09-30,µ¶¸³¹®±Øµ¿(200-0),200,84.87,1,1998,32000,377.04724873335687,38,1
1604,1604,11410,ÇöÀúµ¿,2006-09-30,µ¶¸³¹®±Øµ¿(200-0),200,59.58,12,1998,26700,448.13695871097684,38,1
1605,1605,11410,ÇöÀúµ¿,2006-09-30,µ¶¸³¹®±Øµ¿(200-0),200,114.51,3,1998,62000,541.4374290454982,38,1
1606,1606,11410,ÇöÀúµ¿,2006-09-30,µ¶¸³¹®±Øµ¿(200-0),200,102.45,22,1998,52700,514.3972669594924,38,1
1666,1666,11410,È«Àºµ¿,2006-09-25,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,84.91799999999999,20,2002,28000,329.7298570385549,38,1
1667,1667,11410,È«Àºµ¿,2006-09-25,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,84.91799999999999,1,2002,26100,307.35533102522436,38,1
1668,1668,11410,È«Àºµ¿,2006-09-25,È«Àº¹Ì¼º,186-1,83.61,4,1985,24000,287.0470039468963,38,1
1669,1669,11410,È«Àºµ¿,2006-09-26,Ç³¸²2,453-2,58.5,3,1990,13800,235.89743589743588,38,1
1670,1670,11410,È«Àºµ¿,2006-09-26,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,84.91799999999999,12,2002,30000,353.2819896841659,38,1
1671,1671,11410,È«Àºµ¿,2006-09-26,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,116.101,12,2002,38800,334.1917812938734,38,1
1672,1672,11410,È«Àºµ¿,2006-09-27,È«Àº¹Ì¼º,186-1,127.33,10,1985,41000,321.9979580617294,38,1
1673,1673,11410,È«Àºµ¿,2006-09-28,À¯¿ø,22,84.6,11,1987,17800,210.4018912529551,38,1
1674,1674,11410,È«Àºµ¿,2006-09-28,"Çö´ë(1,2Â÷)",202-5,74.52,4,1989,23000,308.641975308642,38,1
1675,1675,11410,È«Àºµ¿,2006-09-28,Ç³¸²2,453-2,58.5,10,1990,14500,247.86324786324786,38,1
1676,1676,11410,È«Àºµ¿,2006-09-28,È«Àºµ¿º®»ê,455,84.78,7,1997,25000,294.88086812927577,38,1
1677,1677,11410,È«Àºµ¿,2006-09-29,È«Àºµ¿º®»ê,455,84.78,4,1997,24000,283.0856334041047,38,1
1678,1678,11410,È«Àºµ¿,2006-09-29,"Çö´ë(1,2Â÷)",202-5,84.77,12,1989,26200,309.07160552082104,38,1
1679,1679,11410,È«Àºµ¿,2006-09-30,È«Àºµ¿º®»ê,455,84.78,6,1997,25000,294.88086812927577,38,1
1680,1680,11410,È«Àºµ¿,2006-09-30,"Çö´ë(1,2Â÷)",202-5,84.77,5,1989,25800,304.3529550548543,38,1
1681,1681,11410,È«Àºµ¿,2006-09-30,È«Àº¹Ì¼º,186-1,65.43,7,1985,16000,244.53614549900655,38,1
1682,1682,11410,È«Àºµ¿,2006-09-30,È«Àºµ¿º®»ê,455,84.96,1,1997,20000,235.4048964218456,38,1
1765,1765,11410,È«Á¦µ¿,2006-09-24,³²¾ç,457,114.99,5,1999,28900,251.32620227845902,38,1
1766,1766,11410,È«Á¦µ¿,2006-09-25,ÅÂ¿µÀ¸¶ä(µ¥½Ã¾Ó),373,44.2,7,1998,12400,280.54298642533934,38,1
1767,1767,11410,È«Á¦µ¿,2006-09-25,È«Á¦ÇÑ¾ç,82,60.06,8,1993,18400,306.36030636030637,38,1
1768,1768,11410,È«Á¦µ¿,2006-09-25,È«Á¦ÇÑ¾ç,82,60.06,4,1993,19500,324.67532467532465,38,1
1769,1769,11410,È«Á¦µ¿,2006-09-25,È«Á¦Çö´ë,331,106.18,5,1992,39400,371.0679977396873,38,1
1770,1770,11410,È«Á¦µ¿,2006-09-25,¹®È­ÃÌÇö´ë,463,59.94,4,2002,17300,288.62195528862196,38,1
1771,1771,11410,È«Á¦µ¿,2006-09-25,È«Á¦¿øÇö´ë(459-0),459,59.93,18,2000,20500,342.0657433672618,38,1
1772,1772,11410,È«Á¦µ¿,2006-09-25,È«Á¦ÇÑ¾ç,82,60.06,15,1993,17500,291.37529137529134,38,1
1773,1773,11410,È«Á¦µ¿,2006-09-25,ÀÎ¿Õ»êÇö´ë,460,84.9,10,2000,34000,400.47114252061243,38,1
1774,1774,11410,È«Á¦µ¿,2006-09-25,¹®È­ÃÌÇö´ë,463,59.94,17,2002,18000,300.3003003003003,38,1
1775,1775,11410,È«Á¦µ¿,2006-09-26,¹®È­ÃÌÇö´ë,463,84.99,12,2002,27700,325.9206965525356,38,1
1776,1776,11410,È«Á¦µ¿,2006-09-26,ÀÎ¿Õ»êÇö´ë,460,59.93,12,2000,20400,340.3971299849825,38,1
1777,1777,11410,È«Á¦µ¿,2006-09-26,È«Á¦Çö´ë,331,119.32,9,1992,43000,360.375460945357,38,1
1778,1778,11410,È«Á¦µ¿,2006-09-26,È«Á¦¿øÇö´ë(459-0),459,114.72,7,2000,59500,518.6541143654115,38,1
1779,1779,11410,È«Á¦µ¿,2006-09-27,ÀÎ¿Õ±Ã¸Ç¼ð,104-6,62.81,1,1974,18400,292.9469829644961,38,1
1780,1780,11410,È«Á¦µ¿,2006-09-27,Çö´ë±×¸°,455,84.96,4,1996,21000,247.17514124293788,38,1
1781,1781,11410,È«Á¦µ¿,2006-09-27,¼º¿ø,456,41.5,7,1998,10800,260.2409638554217,38,1
1782,1782,11410,È«Á¦µ¿,2006-09-28,¼­°­¸Ç¼Ç,Jan-92,90.6,4,1982,31000,342.16335540838855,38,1
1783,1783,11410,È«Á¦µ¿,2006-09-28,ÀÎ¿Õ»êÇö´ë,460,59.93,17,2000,20000,333.72267645586516,38,1
1784,1784,11410,È«Á¦µ¿,2006-09-28,ÀÎ¿Õ»êÇö´ë,460,114.72,8,2000,52000,453.2775453277545,38,1
1785,1785,11410,È«Á¦µ¿,2006-09-28,Ã»±¸1Â÷,453,84.78,12,1994,30000,353.8570417551309,38,1
1786,1786,11410,È«Á¦µ¿,2006-09-28,È«Á¦ÇÑ¾ç,82,60.06,6,1993,15300,254.74525474525473,38,1
1787,1787,11410,È«Á¦µ¿,2006-09-29,³²¾ç,457,83.07,11,1999,23000,276.8749247622487,38,1
1788,1788,11410,È«Á¦µ¿,2006-09-30,È«Á¦ÇÑ¾ç,82,60.06,3,1993,19000,316.35031635031635,38,1
1789,1789,11410,È«Á¦µ¿,2006-09-30,ÀÎ¿Õ»êÇö´ë,460,84.9,2,2000,29900,352.17903415783275,38,1
