,Unnamed: 0,Áö¿ªÄÚµå,¹ýÁ¤µ¿,°Å·¡ÀÏ,¾ÆÆÄÆ®,Áö¹ø,Àü¿ë¸éÀû,Ãþ,°ÇÃà³âµµ,°Å·¡±Ý¾×,¸éÀû´ç°¡°Ý,°Å·¡ÁÖ,count
1451,1451,11410,³²°¡ÁÂµ¿,2006-09-17,³²°¡ÁÂµ¿Çö´ë,376,114.9,12,1999,45000,391.644908616188,37,1
1452,1452,11410,³²°¡ÁÂµ¿,2006-09-17,½Ö¿ë½ºÀ­´åÈ¨,380,84.98,7,2005,33000,388.32666509767,37,1
1453,1453,11410,³²°¡ÁÂµ¿,2006-09-18,³²°¡ÁÂµ¿Çö´ë,376,84.78,6,1999,28800,339.70276008492567,37,1
1454,1454,11410,³²°¡ÁÂµ¿,2006-09-19,³²°¡ÁÂ»ï¼º,377,114.88,3,2000,43000,374.3036211699164,37,1
1455,1455,11410,³²°¡ÁÂµ¿,2006-09-19,½Ö¿ë½ºÀ­´åÈ¨,380,84.98,6,2005,33200,390.6801600376559,37,1
1456,1456,11410,³²°¡ÁÂµ¿,2006-09-19,³²°¡ÁÂ»ï¼º,377,84.9,13,2000,34000,400.47114252061243,37,1
1457,1457,11410,³²°¡ÁÂµ¿,2006-09-21,³²°¡ÁÂµ¿Çö´ë,376,84.78,20,1999,32000,377.447511205473,37,1
1458,1458,11410,³²°¡ÁÂµ¿,2006-09-23,³²°¡ÁÂ»ï¼º,377,59.93,14,2000,23000,383.781077924245,37,1
1471,1471,11410,³ÃÃµµ¿,2006-09-22,µ¿ºÎ¼¾Æ®·¹ºô,260,59.86,15,2002,21500,359.17139993317744,37,1
1474,1474,11410,´ëÇöµ¿,2006-09-19,·°Å°´ëÇö,144,59.7,2,1999,16000,268.00670016750416,37,1
1475,1475,11410,´ëÇöµ¿,2006-09-20,·°Å°´ëÇö,144,83.38,4,1999,29700,356.2005277044855,37,1
1479,1479,11410,¹Ì±Ùµ¿,2006-09-20,¼­¼Ò¹®,215,52.96,4,1971,17000,320.9969788519637,37,1
1501,1501,11410,ºÏ°¡ÁÂµ¿,2006-09-18,ºÏ°¡ÁÂ»ïÈ£,449,114.03,1,1996,31000,271.8582829080067,37,1
1502,1502,11410,ºÏ°¡ÁÂµ¿,2006-09-20,ºÏ°¡ÁÂ»ïÈ£,449,84.57,6,1996,28000,331.0866737613811,37,1
1503,1503,11410,ºÏ°¡ÁÂµ¿,2006-09-20,¿äÁø,150,59.04,8,1998,14300,242.20867208672087,37,1
1504,1504,11410,ºÏ°¡ÁÂµ¿,2006-09-20,DMCÇÑ¾ç,431,65.34,6,1987,18800,287.7257422711968,37,1
1505,1505,11410,ºÏ°¡ÁÂµ¿,2006-09-21,ºÏ°¡ÁÂ»ïÈ£,449,84.57,16,1996,27000,319.2621496984747,37,1
1520,1520,11410,ºÏ¾ÆÇöµ¿,2006-09-18,µÎ»ê,1009,59.96,13,1999,19900,331.88792528352235,37,1
1521,1521,11410,ºÏ¾ÆÇöµ¿,2006-09-19,¼º¿ì,1-97,84.28,3,2005,28000,332.22591362126246,37,1
1522,1522,11410,ºÏ¾ÆÇöµ¿,2006-09-20,µÎ»ê,1009,59.96,6,1999,18500,308.5390260173449,37,1
1523,1523,11410,ºÏ¾ÆÇöµ¿,2006-09-21,µÎ»ê,1009,59.96,2,1999,17250,287.69179452968643,37,1
1524,1524,11410,ºÏ¾ÆÇöµ¿,2006-09-22,µÎ»ê,1009,59.96,15,1999,19700,328.552368245497,37,1
1534,1534,11410,¿¬Èñµ¿,2006-09-20,¼º¿ø,740,84.95,16,2001,38300,450.85344320188347,37,1
1535,1535,11410,¿¬Èñµ¿,2006-09-21,¼º¿ø,740,59.61,11,2001,21500,360.6777386344573,37,1
1536,1536,11410,¿¬Èñµ¿,2006-09-21,´ë¿ìÇª¸£Áö¿À,739,59.583999999999996,12,2002,17500,293.703007518797,37,1
1537,1537,11410,¿¬Èñµ¿,2006-09-22,È«¿¬,729,52.23,3,1981,13700,262.30135937200845,37,1
1538,1538,11410,¿¬Èñµ¿,2006-09-22,´ë¿ìÇª¸£Áö¿À,739,84.706,13,2002,35000,413.1938705640686,37,1
1563,1563,11410,¿µÃµµ¿,2006-09-19,µ¶¸³¹®»ïÈ£,100,84.78,1,1995,28500,336.1641896673744,37,1
1564,1564,11410,¿µÃµµ¿,2006-09-19,µ¶¸³¹®»ïÈ£,100,108.63,1,1995,37800,347.970173985087,37,1
1565,1565,11410,¿µÃµµ¿,2006-09-19,µ¶¸³¹®»ïÈ£,100,84.78,12,1995,33900,399.85845718329796,37,1
1566,1566,11410,¿µÃµµ¿,2006-09-21,µ¶¸³¹®»ïÈ£,100,84.78,16,1995,35000,412.8332153809861,37,1
1567,1567,11410,¿µÃµµ¿,2006-09-21,µ¶¸³¹®»ïÈ£,100,84.78,11,1995,30200,356.21608870016513,37,1
1568,1568,11410,¿µÃµµ¿,2006-09-23,µ¶¸³¹®»ïÈ£,100,84.78,2,1995,30300,357.3956121726822,37,1
1572,1572,11410,Ã¢Ãµµ¿,2006-09-23,±¤³²Ä³½ººô1(512-4),512-4,72.46,3,2000,21450,296.0253933204527,37,1
1588,1588,11410,ÇöÀúµ¿,2006-09-17,µ¶¸³¹®±Øµ¿(200-0),200,84.87,14,1998,39750,468.36337928596674,37,1
1589,1589,11410,ÇöÀúµ¿,2006-09-18,µ¶¸³¹®±Øµ¿(200-0),200,59.58,16,1998,26000,436.38804968110105,37,1
1590,1590,11410,ÇöÀúµ¿,2006-09-20,µ¶¸³¹®±Øµ¿(200-0),200,84.87,4,1998,36000,424.17815482502647,37,1
1591,1591,11410,ÇöÀúµ¿,2006-09-21,µ¶¸³¹®±Øµ¿(200-0),200,59.58,22,1998,26000,436.38804968110105,37,1
