,Unnamed: 0,Áö¿ªÄÚµå,¹ýÁ¤µ¿,°Å·¡ÀÏ,¾ÆÆÄÆ®,Áö¹ø,Àü¿ë¸éÀû,Ãþ,°ÇÃà³âµµ,°Å·¡±Ý¾×,¸éÀû´ç°¡°Ý,°Å·¡ÁÖ,count
5408,5408,11410,ºÏ°¡ÁÂµ¿,2008-02-22,DMCÇÑ¾ç,431,65.34,9,1987,27000,413.22314049586777,111,1
5409,5409,11410,ºÏ°¡ÁÂµ¿,2008-02-22,ºÏ°¡ÁÂ»ïÈ£,449,114.03,1,1996,42000,368.3241252302026,111,1
5425,5425,11410,¿¬Èñµ¿,2008-02-19,¼º¿ø,740,84.95,12,2001,42900,505.0029429075927,111,1
5426,5426,11410,¿¬Èñµ¿,2008-02-19,È«¿¬,729,52.23,5,1981,20000,382.92169251388094,111,1
5427,5427,11410,¿¬Èñµ¿,2008-02-19,¼º¿ø,740,59.61,16,2001,28000,469.7198456634793,111,1
5428,5428,11410,¿¬Èñµ¿,2008-02-20,¿¬Èñ±Ã,196-1,42.38,1,1972,5700,134.49740443605472,111,1
5429,5429,11410,¿¬Èñµ¿,2008-02-20,¿¬Èñ±Ã,196-1,50.04,1,1972,6300,125.89928057553956,111,1
5430,5430,11410,¿¬Èñµ¿,2008-02-20,¼º¿ø,740,59.61,16,2001,27000,452.9441368897836,111,1
5431,5431,11410,¿¬Èñµ¿,2008-02-22,ÆÄÅ©ºô,712-25,70.76,6,2003,20000,282.6455624646693,111,1
5432,5432,11410,¿¬Èñµ¿,2008-02-23,¼º¿ø,740,59.61,12,2001,28700,481.46284180506626,111,1
5433,5433,11410,¿¬Èñµ¿,2008-02-23,½Ã¹Î,188-41,51.57,2,1978,9000,174.52006980802793,111,1
5439,5439,11410,¿µÃµµ¿,2008-02-18,µ¶¸³¹®»ïÈ£,100,84.78,16,1995,42900,506.0155697098372,111,1
5455,5455,11410,ÇöÀúµ¿,2008-02-17,µ¶¸³¹®±Øµ¿(200-0),200,59.58,18,1998,35100,589.1238670694864,111,1
5456,5456,11410,ÇöÀúµ¿,2008-02-19,µ¶¸³¹®±Øµ¿(200-0),200,84.87,16,1998,51500,606.8104159302462,111,1
5457,5457,11410,ÇöÀúµ¿,2008-02-19,µ¶¸³¹®±Øµ¿(200-0),200,102.45,17,1998,59000,575.8906783796974,111,1
5458,5458,11410,ÇöÀúµ¿,2008-02-20,µ¶¸³¹®±Øµ¿(200-0),200,84.87,14,1998,47800,563.2143277954518,111,1
5459,5459,11410,ÇöÀúµ¿,2008-02-20,µ¶¸³¹®ÆÄÅ©ºô,1019,59.4,9,2000,23000,387.20538720538724,111,1
5460,5460,11410,ÇöÀúµ¿,2008-02-22,µ¶¸³¹®±Øµ¿(200-0),200,84.87,8,1998,48000,565.5708731000353,111,1
5461,5461,11410,ÇöÀúµ¿,2008-02-22,µ¶¸³¹®±Øµ¿(200-0),200,59.58,5,1998,35000,587.4454514937898,111,1
5462,5462,11410,ÇöÀúµ¿,2008-02-23,µ¶¸³¹®±Øµ¿(200-0),200,84.87,10,1998,51500,606.8104159302462,111,1
5480,5480,11410,È«Àºµ¿,2008-02-18,"Çö´ë(1,2Â÷)",202-5,59.96,8,1988,24450,407.77184789859905,111,1
5481,5481,11410,È«Àºµ¿,2008-02-18,°­¸²½ºÀ§Æ®ºô(Aµ¿),195-8,78.48,3,2003,19800,252.29357798165137,111,1
5482,5482,11410,È«Àºµ¿,2008-02-20,¿¬Èñº£¹ú¸®ÈúÁî,304,231.89,1,2006,170000,733.1062141532624,111,1
5483,5483,11410,È«Àºµ¿,2008-02-20,½Å¿øÁöº¥½ºÅ¸1,392-7,213.23,6,2005,76500,358.7675280213854,111,1
5484,5484,11410,È«Àºµ¿,2008-02-20,È«Àºµ¿º®»ê,455,142.98,2,1997,54500,381.17219191495315,111,1
5485,5485,11410,È«Àºµ¿,2008-02-20,µ¿Æò´ÃÇª¸¥,265-281,84.56,6,2005,23000,271.996215704825,111,1
5486,5486,11410,È«Àºµ¿,2008-02-20,ÁøÈï,459,78.02,7,2002,30000,384.5167905665214,111,1
5487,5487,11410,È«Àºµ¿,2008-02-21,Ç³¸²2,453-2,58.5,15,1990,19500,333.3333333333333,111,1
5488,5488,11410,È«Àºµ¿,2008-02-21,µÎ»ê,456,59.73,11,1997,20900,349.90791896869246,111,1
5489,5489,11410,È«Àºµ¿,2008-02-21,ÁøÈï,459,54.19,13,2002,21000,387.52537368518176,111,1
5490,5490,11410,È«Àºµ¿,2008-02-23,È«Àºµ¿º®»ê,455,84.78,4,1997,36300,428.1670205237084,111,1
5525,5525,11410,È«Á¦µ¿,2008-02-17,È«Á¦ÇÑ¾ç,82,60.06,9,1993,28000,466.20046620046617,111,1
5526,5526,11410,È«Á¦µ¿,2008-02-18,È«Á¦ÇÑ¾ç,82,60.06,13,1993,27475,457.45920745920745,111,1
5527,5527,11410,È«Á¦µ¿,2008-02-18,·Î¾â,11¿ù 20ÀÏ,91.29,3,2000,23000,251.9443531602585,111,1
5528,5528,11410,È«Á¦µ¿,2008-02-18,¼º¿ø,456,55.35,12,1998,19000,343.27009936766035,111,1
5529,5529,11410,È«Á¦µ¿,2008-02-18,ÀÎ¿Õ»êº®»ê,465,59.82,12,2003,29000,484.78769642260113,111,1
5530,5530,11410,È«Á¦µ¿,2008-02-19,¼­°­,354-6,157.17,4,1991,37950,241.45829356747473,111,1
5531,5531,11410,È«Á¦µ¿,2008-02-19,¹®È­ÃÌÇö´ë,463,59.94,15,2002,25000,417.08375041708376,111,1
5532,5532,11410,È«Á¦µ¿,2008-02-20,¾È»ê¸Ç¼ð,104-20,76.03,3,1972,20500,269.63040904905955,111,1
5533,5533,11410,È«Á¦µ¿,2008-02-20,Ã»±¸1Â÷,453,84.78,5,1994,40500,477.7070063694267,111,1
5534,5534,11410,È«Á¦µ¿,2008-02-21,·Î¾â,11¿ù 20ÀÏ,91.29,1,2000,23500,257.4214043159163,111,1
5535,5535,11410,È«Á¦µ¿,2008-02-21,Ã»±¸3Â÷,462,84.96,17,2001,37000,435.49905838041434,111,1
5536,5536,11410,È«Á¦µ¿,2008-02-21,¹®È­ÃÌÇö´ë,463,59.94,17,2002,25500,425.42542542542543,111,1
5537,5537,11410,È«Á¦µ¿,2008-02-21,Çö´ë±×¸°,455,84.96,9,1996,27000,317.79661016949154,111,1
5538,5538,11410,È«Á¦µ¿,2008-02-21,³²¾ç,457,114.99,19,1999,43200,375.6848421601879,111,1
5539,5539,11410,È«Á¦µ¿,2008-02-21,È«Á¦¿øÇö´ë(459-0),459,114.72,15,2000,71000,618.8981868898187,111,1
5540,5540,11410,È«Á¦µ¿,2008-02-21,Ã»±¸2Â÷,453-1,59.89,13,1997,26350,439.97328435465016,111,1
5541,5541,11410,È«Á¦µ¿,2008-02-21,È«Á¦ÇØ¼º,466,83.5884,2,2002,30000,358.90147436725675,111,1
5542,5542,11410,È«Á¦µ¿,2008-02-21,È«Á¦Çö´ë,331,106.18,3,1992,54500,513.2793369749481,111,1
5543,5543,11410,È«Á¦µ¿,2008-02-22,È«Á¦Çö´ë,331,75.15,11,1992,35850,477.0459081836327,111,1
5544,5544,11410,È«Á¦µ¿,2008-02-22,È«Á¦Çö´ë,331,106.18,10,1992,54900,517.0465247692597,111,1
5545,5545,11410,È«Á¦µ¿,2008-02-22,ÀÎ¿Õ»êº®»ê,465,84.63,2,2003,30000,354.4842254519674,111,1
5546,5546,11410,È«Á¦µ¿,2008-02-23,È«Á¦Çö´ë,331,83.05,10,1992,43500,523.7808549066827,111,1
5547,5547,11410,È«Á¦µ¿,2008-02-23,È«Á¦Çö´ë,331,83.05,1,1992,38800,467.1884406983745,111,1
5548,5548,11410,È«Á¦µ¿,2008-02-23,À¯¿øÇÏ³ª,454,82.35,3,1996,25850,313.9040680024287,111,1
